Date	Tweet
2020-05-19 01:13:50+00:00	On the edge, by the lake. Thinking and writing music.. And thinking... #pandemic #coronavirus #COVID19 #Covid_19 #COVIDー19 #nyc #newyork #memories #lake #nature #music #musician #park @CentralParkNYC
2020-05-19 01:05:59+00:00	Cool. We’ll be at 100,000 COVID deaths by Sunday. But Trump is on that medication, so that’s wonderful. #Coronavirus #CoronavirusUSA #CoronavirusNYC #COVID19 #Trump #MAGA #KAG #Obamagate #ObamaGreat #Tekashi69
2020-05-19 01:03:51+00:00	Why we may never get #covid19 under co from: hometown paper from may 9 plus article on how fishing resorts are opening @Harlem https://www.instagram.com/p/CAWa5fNhUpo/?igshid=ee6rb8pfxdww
2020-05-19 00:56:08+00:00	During this #COVID19 pandemic, we've witnessed the passage of federal stimulus packages that have FAILED to meet the needs of our communities and provide safer voter protections. We are demanding that our Senators do the right thing and ​#ProtectOurVote https://bit.ly/2LzMYr5
2020-05-19 00:45:08+00:00	#jctastes #chineserestaurant #openupthecountry #reopening 5/19/20 #coronavirus #covid19 #covid_19 #regopark #queens #newyork @J &amp; C Chinese Rest https://www.instagram.com/p/CAWYwW0HXsA/?igshid=1rkvwj1adk99l
2020-05-19 00:16:52+00:00	#love begins with a #smile &amp; is #path for #peace #goal of #life #onenessofallmessagepromoter #brotheroneness #hatenone #pray for #covid19 #victims #family #inspiration #sssbaba 5/18/20 – at Gateway Center
2020-05-19 00:00:12+00:00	Rising like a middle finger to coronavirus - #nyc #nystrong #COVID19 – at Empire State Building
2020-05-18 22:36:34+00:00	In the face of #COVID19 and the #ClimateCrisis, we cannot continue business-as-usual. We must work together to deliver the greatest impact for people, prosperity and Read the CEO statement calling on Governments to take action for #OurOnlyFuture: http://sciencebasedtargets.org/ceo-climate-statement
2020-05-18 22:25:19+00:00	Realization at 9.5 weeks of sheltering-in-place: I will never probably never catch up on all the amazing #COVID19 webinars, panels, presentations that I’ve bookmarked. Too many amazing events. Not enough brain power. 
2020-05-18 21:13:13+00:00	Not that I care, but who believes #POTUS is taking #Hydroxychloroquine as a #COVID19 preventative measure because he’s “heard good things” as he volunteered unprompted. He just can’t accept that he had publicly pushed it &amp; doctors said no. Childish &amp; irresponsible. #coronavirus
2020-05-18 20:39:43+00:00	Mexico is proud to be part of the 137 signatories that support the appeal by #UNSG @antonioguterres on promoting an inclusive #COVID19 response and recovery. Together we make a powerful call to ensure that persons with disabilities are not left behind and discriminated against. 
2020-05-18 20:38:21+00:00	What impact will #COVID19 have on the future of transit and open space here in New York? Advocates @BrownBikeGirl and @ShabazzStuart will join me on Facebook Live tomorrow to discuss this and more as part of my weekly COVID-19 Conversations series. Questions? Reply below!
2020-05-18 20:35:02+00:00	Our maternity care program in #Colombia continues delivering services to #refugee &amp; #migrant women and their newborns. We’ve adapted &amp; services during the #COVID19 without compromising important appointments and follow ups to ensure safe childbirth. 
2020-05-18 20:14:10+00:00	Ann stopped by our Friday outreach and got so much more than a meal. Thanks to @MSF_USA &amp; @NYHomeless for helping us stay connected to our guests! #COVID19 #HomelessCantStayHome
2020-05-18 20:06:54+00:00	A true hero’s parade occurred today at CHAM. One of our COVID patients was discharged after being in our PICU for 51 days! A testament to his amazing strength and the phenomenal care given by our PICU team! #COVID19 #PICUknowAdults @MontefiorePeds @cabanam @KatyalChhavi @hmushay – at The Children’s Hospital at Montefiore
2020-05-18 18:52:00+00:00	A Renew Ribbon Cutting for the Radiology and Wellness teams today to start the new week ! #teamwork #renewal #leadership #amazing #goals #vision #patientsfirst #NYPproud #COVID19 #NYPstrong – at NewYork-Presbyterian-Lower Manhattan Hospital
2020-05-18 18:26:19+00:00	Air Force vet Natalie needed a place to stay when govt-funded programs couldn't help. We proudly provided her w/safe, clean lodging. Thanks to our donors & volunteers helping vets like Natalie during #COVID19. Get help: http://bit.ly/vetshelp_covid19 Donate: http://nycvets.revv.co/donate
2020-05-18 17:44:51+00:00	Personally, I understand and appreciate why there is such a strong push to reopen the economy. But If we want to do that, we need to dramatically increase the quantity and quality of #COVID19 testing. That’s where the federal government has completely failed us.
2020-05-18 16:20:30+00:00	As we slowly return to work, we have new #COVID19 safety protocols for employees and the public at city buildings including: *Masks required *Body temperature checks upon entry *Frequent sanitizing of common areas *Added plexiglass barriers *Regular virus testing for employees – at City Hall
2020-05-18 14:53:51+00:00	Fear of deportation for families of doctors on H1B working to fight #Covid19 is real. A doctor prepared his dossier detailing deportation possibilities in case he died or went on disability while serving in ER!! 
2020-05-18 14:04:02+00:00	In 2 days time - despite #COVID19 &amp; increasing violence - #Burundi will hold an election. The country is facing an “imminent risk” of potential crimes against humanity. But the world is watching &amp; perpetrators will not enjoy impunity forever.
2020-05-18 12:13:18+00:00	Alexis Kaloyanides & Zac Rouse & their daughter mobilized other parents to pull together and collect diapers and formula for families in need when #COVID19 hit. I am grateful for their endorsement for my run for the State Assembly in the 34th District. https://youtu.be/BISnNKW7_wI – at Jackson Heights, NY
2020-05-18 12:03:36+00:00	Up next: Jefferson City MO Mayor @CarrieTergin on having ZERO cases of #COVID19 left in her city + more! @ap4liberty is taking calls at 573-556-5967 &amp;texts at 573-556-6397 #Liberty #TeamLiberty
2020-05-18 10:22:39+00:00	Wearing a face mask & remaining socially distant is critical during this time to prevent the spread of #covid19. With #EidAlFitr at the end of this week, which marks the ending of #Ramadan, government needs to reopen &amp; set guidelines for those in #Islam observing at a mosques or
2020-05-18 03:40:16+00:00	My #COVID19 life in pictures [#nyc]. Day 6/7. Rules: no people, no words. Challenge a new person each day. I was challenged by @mznaab. Today I challenge @LopezEkra.
2020-05-18 01:35:40+00:00	* once again..... my own community has disappointed me. not only me, but all of those who have been effected by #COVID19. what part of #SocialDistancing don’t y’all understand. i am disgusted.
2020-05-18 01:16:37+00:00	As GI consultants, we will be asked about the GI manifestations of #COVID19. After this outstanding webinar, you will know every one of them. Don’t miss it. Monday, May 18th at 8 pm EDT @BrennanSpiegel @MLongMD @PaulYKwo @DrJordanAxelrad
2020-05-18 23:17:09+00:00	Coney Island Boardwalk. #COVID19 
2020-05-18 23:13:12+00:00	To what extent are conspiracy theories such as these part of the virulence of the disease? #COVID19 #ConspiracyTheories #graffiti #CoronavirusUSA
2020-05-18 23:10:01+00:00	How will beauty evolve when this is all over? Check out our #BeautySkew post &amp; IG video for the answer! #beautytoday #workfromhome #thegadeffect #digitalstyle #digitalstrategy #MondayMotivation #myplans #COVID19 #personalstyle #style #beautyblog http://abigailposner.com/beauty-convo-with-gad-cohen-how-is-beauty-going-to-change-when-this-is-all-over
2020-05-18 21:12:29+00:00	Local news in NY is such a joke! The President just admitted to taking H-Chloroquine and Zinc to prevent #COVID19. The fake news reporter snickers and then shrieks out that the FDA has not proven the drug works. Please Trump, do not bail out these broadcasters, please!
2020-05-18 19:22:39+00:00	On #IDAHOBIT, #Japan has joined 54 signatories at the @UN for a Statement on #COVID19 and its impact on #LGBTI people. We cannot afford to leave anyone behind in fighting this crisis. #LoveIsLove #HumanRights Read the full statement here→
2020-05-18 18:53:10+00:00	From @WeillCornell @nyphospital #pulmonolgists...hot off the press. #COVID19 #MondayMotivation
2020-05-18 18:14:59+00:00	So people who can count , according to the #WhiteHouse @Potus are to blame for horrendous #Jobless and #COVID19 #death numbers 
2020-05-18 18:03:30+00:00	Spent #IDAHOTB2020, serving my community. We know black &amp; brown #LGBTQ+ people are disproportionately impacted by #COVID19, which includes experiencing violence, food insecurity, health disparities, housing discrimination, and inequities in employment. http://bit.ly/CEPCovid-19Relief
2020-05-18 17:40:13+00:00	Even bears wear a mask in NYC. #COVID19 #nytough
2020-05-18 16:19:56+00:00	Where’s Mikey? Isn’t be supposed to be leading Donald’s #COVID19 response?
2020-05-18 16:07:59+00:00	No Red Cross No Emergency Placement Just Left With No Help! At a time where a #StayAtHome order is in place my sister n her kids are forced to find shelter with another family exposing them to #COVID19 . This is the Bronx NY! Tag A Lawyer Plzzzz #justiceforNasha
2020-05-18 16:07:50+00:00	Packing & distributing meals for elderly in need during these challenging times. All packing is made by healthy volunteers wearing latex gloves, masks & face shields. Looking for ways to #volunteer during #COVID19? Email sheila@citymeals.org @Citymeals #spreadkindess #sharelove
2020-05-18 15:57:24+00:00	Bagged groceries for seniors #COVID19 #AngelaCARES #LegislateEducateEmpower #Communitygivers #endhunger
2020-05-18 13:26:07+00:00	I jut walked my dog and forgot my mask. I was outside for like 5 minutes. It felt like defcon 4. I hate this crap! #COVID19 #coronavirus
2020-05-18 12:57:28+00:00	This is basically what right wing think tanks are paid to say by extremist billionaires and these are the people driving (and writing) economic policy in Washington almost exclusively which is also why the fed gov’s #COVID19 response is so inadequate and harsh 
2020-05-18 10:05:05+00:00	New York State: In order to VOTE, you must request an absentee ballot. Do it now, it only takes a moment. #COVID19 #covidvoting #MondayMotivation #VoteByMail @NYSBOE @LetNYvote @VOCALNewYork @Public_Citizen @CANY_NYC @MaketheRoadNY @NYCHA_Tenants @nycDSA https://nycabsentee.com/absentee
2020-05-18 04:03:51+00:00	Thanks for telling your story @DrBabyHearts #COVID19 #HealthcareHeroes
2020-05-18 03:21:07+00:00	From today #coronavirus #COVID19 #takeheart #holdfast
2020-05-18 01:38:42+00:00	#dataviz of topics in #covid19 papers https://arxiv.org/pdf/2005.06380v2
2020-05-18 00:21:58+00:00	Thank you, @UREssien and colleagues for this critical work. The release of complete racial and ethnic demographic data is essential to understanding the full impact of #COVID19 on our communities and to ensure they receive the resources needed in an equitable fashion.
2020-05-18 00:15:50+00:00	Tune in to Covid-19 & Company Conversations from the epicenter across the globe! Mondays at 12 Noon NYC time! TOMMORROW my friend International Businessman Désiré Assale be keeping me Company! #covid19… https://www.instagram.com/p/CATwlq_hc6G/?igshid=6trnbz0f15u6
2020-05-18 00:06:36+00:00	70 days during the pause is too long for me and I have low mental health. This shit is driving me crazy. Do u know how I am, really? I’M FUCKING DEPRESSED AND EMPTY. I miss work, I miss sports, I miss meeting celebs, I miss my homies. I felt like I’m in WW2 #COVID19
2020-05-18 00:00:02+00:00	We are LIVE w @AMetsianPodcast w Sam, @Metfanrich &amp; @BTB_MikeII! Special guest @annabrice! LISTEN IN NOW! https://www.blogtalkradio.com/ametsianpodcastwsamrichandmike/2020/05/18/a-metsian-podcast-ep-54--search-for-sense-amidst-growing-chaos-w-anna-brice #Mets #LGM #LFGM #SocialDistancing #COVID19 #FullServicePodcast
2020-05-17 22:04:40+00:00	Great worshipping today at churches in my community #Flatbush via Social Distancing. Evangelical Crusade Christian Church and Bethesda Church of God. Sharing COVID19 information to the community #COVID19 #StaySafe #Faith
2020-05-17 21:15:38+00:00	Sunday May 17th Sounds from Central Park #COVID19 – at Central Park
2020-05-17 20:51:55+00:00	Unmasking the #PPE #criminals who invested in stock...but did nothing to protect #COVID19 #healthcareworkers #healthcare buying stocks....#InsiderTradingIsIllegal 
2020-05-17 19:12:27+00:00	You can’t tell if someone’s smiling under a mask. We should just ban smiling and preserve our wrinkles until this all goes away. #COVID19
2020-05-17 18:22:37+00:00	Important survey by my colleague and friend @SteflonMD and other investigators @ColumbiaPS on HCW exposure with #COVID19. Please check it out! 
2020-05-17 18:10:23+00:00	So is #TrumpBodyBags trending yet ???...as we approach #COVID19 #90000Dead ....it should be trending daily.....from now until election
2020-05-17 17:56:48+00:00	@ACTGNetwork A5395 study: To see if hydroxychloroquine (HCQ) and azithromycin (Azithro) treatment will prevent hospitalizations and death in adults with #COVID19 @MARTHOLANAH @Flatmi @6dm4 @DrOniBee @MorenikeGO @DrRiveraMindt https://actgnetwork.org/studies/a5395/
2020-05-17 17:54:23+00:00	This is my new life since #COVID19 
2020-05-17 17:31:17+00:00	These are the people that should be protesting... not right wing Bob that needs a haircut and an extended magazine. #COVID19 #CoronaVirusUS
2020-05-17 17:04:19+00:00	For all the #COVIDIOTS who think it’s walk freely without masks, listen up: We both got tested &amp; have antibodies, meaning we’ve had the virus. BUT one of us has also tested + for Covid again. Reinfection? Resurgence? Who knows. Just stay at home or wear a fucking mask! #COVID19
2020-05-17 16:39:29+00:00	Based on this preliminary data, the same communities - Black and Latinx- that have been disproportionately impacted by #COVID19 will likely have children disproportionately impacted by PIMS as well. END.
2020-05-17 16:33:15+00:00	Based on the borough distribution of NYC’s Pediatric Inflammatory Multisystem Syndrome (PIMS) assoc with #COVID19, it will only be a matter of time before racial and ethnic demographic data shows Black and Latinx children disproportionately impacted. Absolutely devastating. 1/ 
2020-05-17 15:45:51+00:00	This is what community looks like! Yesterday, we joined our partners at the #RichmondHill and #SouthOzonePark #COVID19 Relief Coalition to host a Pop-up Food Pantry, which served 550-600 families with culturally-appropriate groceries in #SouthQueens. #queens
2020-05-17 14:52:01+00:00	On International Day Against Homophobia, Biphobia, Interphobia, and Transphobia #IDAHOBIT , Ecuador joined statements by LGBTI CoreGroup &amp; EqualRightsCoalition on #COVID19 and people identified based on sexual orientation, gender identity, or sex characteristics. pic.twitter.com/SuzKi3IGIA
2020-05-17 13:52:16+00:00	New partnership between NYC & @CityMD to bring 6,000 more #COVID19 test per day at 123 sites across all five boroughs. If you have insurance, it will cover the cost. If not, CityMD will cover the cost. —@NYCMayor @fox5ny @jeffgesoff
2020-05-17 13:04:07+00:00	Hi, y’all! I hope you’re all staying home, using hand sanitizer, and wearing PPEs (masks & gloves) while also practicing social distancing when outside. We are nowhere near out of this #covid19 mess yet, so we must stay vigilant. 
2020-05-17 05:32:40+00:00	Powerful concert #tmrw @7 pm #Haitian American #Alliance #COVID19 #Concert w #allstar #lineup @wyclef #Klass #NuLook Presented by @HaitianTimes_ #Livestream #YouTube #InstagramLive #FacebookLive @MiamiHerald #Medical #HaitianTwitter #humanitarian #music #cause @JStPaul1
2020-05-17 03:41:58+00:00	My #COVID19 life in pictures. Day 5/7. Rules: no people, no words. Challenge a new person each day. I was challenged by @mznaab. Today I challenge @LenniMontiel
2020-05-17 02:36:13+00:00	Thanks @UptownRadio for sharing my story! Talking talking #tracheostomy, #coronavirus, and #dancing in the hospital hallways. #tracheostomyteamwork #COVID19 #ColumbiaPresbyterian #EyeoftheTiger #healthcareworkers
2020-05-17 00:45:54+00:00	A round table with martial art gym owners from NY, NJ, CT, MD, KS. We honestly shared our #covid19 #shutdown experience. @NYGovCuomo @NYCMayor @NYCMayorsOffice @SenSchumer @RepAdamSchiff @senatemajldr Please find time to watch or have your staffer watch.
2020-05-17 23:05:42+00:00	#clapbecausewecare #clapbecausewecarenyc #openthecountry #openup #covid19 #covid_19 #coronavirus #essentialworkers #hospitalworkers #queens #newyork @Queens, New York https://www.instagram.com/p/CATolMyHMEp/?igshid=14yoaok52wtok
2020-05-17 21:33:25+00:00	Born 1985; 9/11 happened in high school; graduation from J-school in 2009 during the recession; 5 layoffs; countless side gigs to keep afloat...and then #COVID19... 
2020-05-17 20:57:56+00:00	First cancer. Then stroke. Now #COVID19? Thanks, Obama. 
2020-05-17 20:56:28+00:00	Well #Trump could go get a shovel &amp; help bury the #90000Dead #COVID19 ....as his #Negligence did contribute to their Death and his legacy ....#Trumpbodybags is trending ...he can add that to his PR campaign ...
2020-05-17 20:23:13+00:00	Table for 2 in the park #music #nyc #newyork #pandemic #coronavirus #COVID19 #Covid_19 #rap #rapsong #art #musician #guitarist #weekend #memories #places #districts #nightdrinks #nightlife
2020-05-17 18:35:58+00:00	Incredible. Reminds me of officials getting HIV tests in front of the media. Many people fear medical interactions. This is so important to norm and encourage widespread, frequent testing for #COVID19 
2020-05-17 18:20:40+00:00	Find a space to reflect stay safe. #chalkart #streetphotography #brooklyn #covid19 @Park Slope https://www.instagram.com/p/CATH9kQBAooKF8tQ2ndpsz28hG6oJ5DWjusQgw0/?igshid=1c1f4qn5hbh6k
2020-05-17 17:50:20+00:00	Building up resiliency, one trial at a time. #mycity #puns #nyc #newyorkstrong #covid19 #skyline #architecture #Travelingarchitect #architect #newyork @Pier 15 NYC https://www.instagram.com/p/CATEfW3HWIe/?igshid=1gjzt53nrkkj
2020-05-17 17:30:32+00:00	290/300 days of movement. Upping the ante. 10 mins arm weights, 30 mins #kickboxing with @eshannz @jdroberto and @dailyburn. #thisis51 #db365 #30daysofmovement #sweatyselfie #PAUSElifeNYC #coronavirusnyc #covid19… https://www.instagram.com/p/CATCOVjBv-t/?igshid=1hxmz6gbllr9m
2020-05-17 17:04:05+00:00	Brooklyn searching for a balance #COVID19 
2020-05-17 16:54:35+00:00	True leaders - they lead by example. #NY Gov #Cuomo takes a #COVID19 test live during #cuomobriefing. Results will be in tomorrow. If he isn’t present for the daily briefing, that means he tested positive. I am truly impressed by this gesture. #coronavirus #NewYorkTough #COVID https://twitter.com/NYGovCuomo/status/1262050439861686278
2020-05-17 16:44:58+00:00	#WorldHypertensionDay2020 is celebrated on 5-17-20 - today! Doing my part to keep the silent killer at bay by doing some neighborhood exercise during the #COVID19 pandemic! #Heartofthematter #knowyournumbers @AHANewYorkCity @BethOliverVP
2020-05-17 16:02:13+00:00	Herald Square (34th/Broadway) at noon on a warm spring Saturday afternoon. #COVID19 #coronavirus – at Herald Square
2020-05-17 15:40:57+00:00	@ReadyRes will be at the Pelham Parkway Houses THIS WEEK from May 18-20. To schedule a FREE #covid19 test or evaluation, call 888-727-7014. I’ve pushed hard for more testing given the high positive counts in our community. Grateful to @NYGovCuomo for making it possible.
2020-05-17 15:40:03+00:00	A big shout out to the volunteers at the La Jornada food pantry, which is now feeding 5000 local residents every week in response to the #COVID19 pandemic (the line to wait for emergency assistance now goes from the… https://www.instagram.com/p/CAS1lLWBKwN/?igshid=1a5fbahu5klt8
2020-05-17 15:03:29+00:00	#Covid19 has highlighted the fact that we are all connected in a more visceral way than we have understood in the past. #TogetherWeCan step into the future with a commitment to #Equity and #HousingAffordability
2020-05-17 14:05:39+00:00	#NYC Beaches will remain CLOSED on Memorial Day. The queens will flock to #FireIsland anyway to have their #RonaParty. #COVID19 #Coronavirus #CoronavirusNYC
2020-05-17 02:56:08+00:00	Y’all pray for @Chrisbdg34Smith his brother is battling #COVID19 as we speak. Prayers up for you and your familiy from us... #MMATwitter #UFCFL 
2020-05-17 02:46:34+00:00	Thank you! @MountSinaiNYC #NYC #COVID19 #sundayvibes #WearAMask
2020-05-17 01:16:06+00:00	#COVID19 Deaths 89,420 +1,524
2020-05-17 01:08:28+00:00	What the World needs now... is love sweet love - [ ] #covid19 #qurantinelife #flattenthecurve #shelterinplace #covid #inthistogether #quarantine #loveyourself #loveoneanother #lovelife #citylife #citygirl #nyc… https://www.instagram.com/p/CARR1hrlFZ1/?igshid=qbl0ye65e13r
2020-05-17 00:53:39+00:00	@GovLarryHogan @GovNedLamont @GovLauraKelly @GovMurphy A round table with martial art gym owners from NY, NJ, CT, MD, KS. We honestly shared our #covid19 #shutdown experience. Please find time to watch or have your staffer watch.
2020-05-17 00:32:05+00:00	Perfect time for reflection of space. #reginaedelmanphoto #studentheart #coracaodeestudante #plant #bud #came #from #edgarallanpoe #tomb #túmulo #quarentine2020 #covid19 #newyork @… https://www.instagram.com/p/CARNrMfHGkG2p3ew2MJufhN_jBpsnTp6RyxLKU0/?igshid=nh6wv9y7ooz9
2020-05-17 00:11:53+00:00	Be sure to put your feet in the right place and stand firm #covid19 #qurantinelife #flattenthecurve #shelterinplace #covid #inthistogether #quarantine #loveyourself #loveoneanother #lovelife #citylife #citygirl… https://www.instagram.com/p/CARLXMqlCm9/?igshid=1bu6ltapk2aly
2020-05-16 23:45:43+00:00	This is what #Whitepriviledge looks like in Chinatown. This is what gentrification does to immigrant communities in the middle of the #COVID19 pandemic. No masks, no social distancing, no arrests or tickets in sight. #StayAtHome #COVIDIOTS #NYC – at The Flower Shop
2020-05-16 22:35:02+00:00	Bipartisanship should mean both parties coming together to help, not harm, our most vulnerable communities. Any future #COVID19 relief must also include our undocumented neighbors. 
2020-05-16 21:14:48+00:00	 Tuesday 19 May: join to hear about how we move beyond business-as-usual as we #recoverbetter from #COVID19 The launch of Uniting Business and Governments to Recover Better - produced over the past weeks and nights from the old laptop on my dinner table #OurOnlyFuture
2020-05-16 21:08:27+00:00	It’s been a great day working with a diverse and dynamic team of professionals to create solutions to #Covid19 #NurseHack4Health
2020-05-16 20:06:48+00:00	Literally everyone else around em, including myself, around Chinatown just now were ppl of color, including the cops. To think of exposing ourselves & communities around us to #COVID19 is unthinkable. Pic from an hour later at the bar, after I finished grocery shopping. @NYPDnews – at The Flower Shop
2020-05-16 18:50:20+00:00	Nose AND mouth people...it needs to cover both your nose and mouth otherwise it’s kind of pointless. This isn’t complicated. #COVID19 #masks
2020-05-16 17:52:43+00:00	My #COVID19 mindset: If I hear or see #AllLivesMatter.....
2020-05-16 17:26:45+00:00	Much thx to Boxers NYC for organizing a community food pantry in Washington Heights today. Solidarity & intersectionality are going to be key features of the post #COVID19 recovery. 
2020-05-16 17:09:49+00:00	Empty Newark Airport on a Saturday! Headed home after my time working on the frontlines of COVID19 .... well, quarantine then home! #FrontLineHeroes #FightCOVID19 #COVID19 #NYC #CRNA
2020-05-16 17:06:08+00:00	Update on Khabib daddy? #COVID19 moves QUICK in older bodies. Any word? I am sending out good vibes but I’m well aware of that disease and what it does to older folks. Keep praying y’all. #UFC
2020-05-16 17:04:21+00:00	"We are creating a vision for the schools our students deserve and need, ESPECIALLY in this time of #COVID19. yes. Member: ""Another way is possible. We don’t need to accept risks to our health and our community’s health laying down."""
2020-05-16 17:02:27+00:00	Help me support East Brooklyn youth by doubling your impact with a donation to @madeinbville's #BrooklynGives #COVID19 #ReliefFund. Donations are matched by @BklynFoundation and will provide cash assistance to creative youth impacted by the pandemic. https://www.brooklyngives.org/organizations/made-in-brownsville-inc
2020-05-16 16:23:52+00:00	We started the meeting with a moment of silence for the (we think) 107 @UFT members who have passed from #COVID19, many of whom are paraprofessionals and support staff. Rest in power.
2020-05-16 15:29:02+00:00	Comprehensive overview of the pathophysiology and CV implications of #COVID19, its impact on existing pathways of care, the role of modern techs to tackle the pandemic, and a proposal of novel management algorithms for the most common cardiac conditions. 
2020-05-16 15:01:12+00:00	T-2 shifts in the #COVID19 ICU... then back to #IRad @MountSinaiIR !!!
2020-05-16 14:46:21+00:00	Though Maria hasn’t been able to get back to work, she has received support from @VendorPower, which created a mutual aid fund to provide economic relief to its members. We must do everything we can to support our neighbors &amp; small business owners through the #COVID19 crisis. 
2020-05-16 12:30:43+00:00	Wow, I keep checking too to see if you’ve been verified. Coincidentally, I tweeted out the @Twitter #COVID19 verification link yesterday. Please use to get verified. I’m deeply grateful for your work. https://twitter.com/uche_blackstock/status/1261434642512543744?s=21
2020-05-16 11:51:34+00:00	Last day of @sloan_kettering inpatient BMT rotation - final quote selected by my 10 yr old daughter “We are all in the gutter, but some of us are looking at the stars” #hope #resilience #covid19 #leadership #WeGotThis #StayHome – at Memorial Sloan Kettering Cancer Center
2020-05-16 02:33:15+00:00	This is why I support the Undocumented Women’s Fund. I hope you will too. The cause is urgent across our city. #UndocuWomensFund #EsencialesYExcluidas #COVID19 #covid19nyc Donate: Venmo: http://venmo.com/undocuwomensfu… Paypal: chaumtolihuq@gmail.com http://chuffed.org/project/undocu…
2020-05-16 02:04:41+00:00	#7DaysOnTheFrontLine CBS special @MontefioreNYC -&gt; incredibly powerful and humanistic inside view into the loving and uniquely dedicated medical community I’ve been so privileged to learn from these last 4 yrs @EinsteinMed. Simply inspired and hopeful in the human spirit #COVID19
2020-05-16 23:58:27+00:00	Jason this is not the time to be eating out of A NYC trash can & being out without wearing a mask. #nyc #manhattan #coronavirus #covid19 #racoon #ny #ny1pic #ny11 #centralpark
2020-05-16 23:37:01+00:00	So my stomach really hurts and I’d love to be able to say it was a lingering #COVID19 symptom but it’s just the after effects of me eating five tacos. 
2020-05-16 23:07:52+00:00	Survey authors explain that Black and Brown folks are likely to know more people affected directly by #COVID19 than Whites but it is deeper than that. Of course, knowing affected people plays a role.
2020-05-16 19:27:17+00:00	My jaw hung open as I watched this #NewJersey man claim that people are #SocialDistanacing and wearing masks as we can clearly see the EXACT opposite behind him and HIS OWN MASK isn’t even being worn correctly #COVID19 #coronavirus #beaches
2020-05-16 19:04:13+00:00	The engagement I've had on my live video across the US, Europe & India is unexpected & overwhelming. Thanks @TheIndianAwaz for inviting me to share my tips for success as an #author. Here's a replay: https://m.facebook.com/story.php?story_fbid=10101502462784701&amp;id=37007565 #WritingCommnunity #writerlift #COVID19 #fiction #books
2020-05-16 18:37:44+00:00	People still being ignorant about being in gatherings outside. No masks, no social distancing and they don’t take into consideration about coming back home exposing themselves to their parents, children or other relatives. https://www.washingtonpost.com/national/bronx-new-york-yankee-stadium-coronavirus/2020/04/21/3b38b460-8182-11ea-a3ee-13e1ae0a3571_story.html #StayHome #Bronx #COVID19
2020-05-16 18:04:33+00:00	#TheShakeoutPodcast #covid19 #Inspiration The Rundown: Virtual race updates and the benefits of running by feel http://dlvr.it/RWn8hP @CanadianRunning
2020-05-16 17:31:16+00:00	#NYC kids of color may be more vulnerable to #COVID19 
2020-05-16 17:13:56+00:00	BEST's long term collaboration with @NorthwellHealth led to over 900 #backstretch workers registering for #COVID19 antibody testing at Belmont today. #BEST Exec. Director Paul Ruchames joined Northwell’s VP of Community Relations on site. #StrongerTogether @NewYorkTHA @TheNYRA – at Belmont Park Racetrack
2020-05-16 16:18:17+00:00	#COVID19 exposed disparities in NY. Low-income + communities of color: have the most deaths are policed more Pay higher share of taxes But who’s prioritized? Millionaires + Billionaires NYPD It’s clear what we need to do. What’s not clear is if we will. 
2020-05-16 16:02:28+00:00	The #ClassIf2020 will play a pivotal role in shaping our communities after #COVID19 With high school graduations canceled across the country, @kingjames, XQ America &amp; Entertainment Industry Foundation present #GraduateTogether tonight to celebrate students, teachers &amp; families!
2020-05-16 13:17:47+00:00	My #COVID19 life in pictures. Day 4/7. Rules: no people, no words. Challenge a new person each day. I was challenged by @mznaab. Today I challenge @kunleaden and @yahyamalindi.
2020-05-16 03:00:18+00:00	okay what if Quibi buys clubhouse converts to telemedicine and then VCs create their own 10 minute clips telling people how to deal with #COVID19 
2020-05-16 02:57:52+00:00	Now more than ever, we need a budget to #buildCOMMUNITIES. In the wake of #COVID19, we must maintain and expand community services &amp; resources, and we can, by divesting from punishment. @NYCMayor @[your councilmember] @nycpa @NYCComptroller https://jlusa.org/bcsignon
2020-05-16 01:46:00+00:00	Join @Chris_Panagakis, founder of @Curiosity_Shots, to discuss the #FutureofMedia 5/20! This is a conversation we need to have as we navigate #TheNewNormal amid #Covid19 and #ContentCreators rise to the challenge of increased demand for online content http://bit.ly/2WNCcmt
2020-05-16 01:35:08+00:00	Thank you to @mshhpoo our former staff, current volunteer, and forever @Sapna_NYC family for making all the deliveries to help keep our families safe #bronx #fooddelivery #COVID19 
2020-05-16 01:32:40+00:00	We’re thankful for supporters like @tagmotreats. Chef Sahni is an amazing supporter from the Tiffin project, to catering our gala, to now donating delicious desi meals for our families #halalmeals #bronx #COVID19 
2020-05-16 01:01:42+00:00	“It has to be constant education.” - Dr. Susan Ward-Jones “We have confused our public audiences. We must be clear in messaging.” - Dr. Pebbles Fagan “We have to continue to look at the science and base our guidelines on that.” @VC_BrianGittens Excellent discussion! #COVID19 
2020-05-16 00:13:08+00:00	#TMRW on @CBSThisMorning #Saturday: A new archeological find in Africa older than the #GreatPyramid; Our Book for the week #TheBirdway by author @JenGAckerman; the ’s first Museum on #Covid19; Orange Wine … https://www.instagram.com/p/CAOmtb3Fwwc/?igshid=1ky4580vf2pz9
2020-05-16 00:09:09+00:00	Inequality exacerbates the challenge of ending the #COVID19 crisis if the most vulnerable are not also protected &amp; if our recovery plans are not also premised on reducing disparities, protecting the environment &amp; tackling climate change. #SDG10
